question_id,question_content,question_tags
597468,chang posit sex way get bacteri infect vagina ,bacteri infect  sexual intercours  femal health  sex  bacteria
598216,breast lump outer right  year  2009 undergon  mammogram found size 4 4 10mm  cure,breast lump  cancer  biopsi  mammogram  sonogram  digit mammogram
598266,hi hospit suffer minor head injuri get headach minor dizzi +pressur head go back tha normal ,dizzi  head injuri  headach  head trauma  vertigo  concuss
600024,see neurologist  ct scan  seen ophthalmologist rule serious condit  suggest help reduc linger eye pain migrain,high blood pressur  eye pain  migrain headach  neoplasm  migrain  cancer  oxymetazolin  fiber  ophthalmolog  neurolog
600113,brain tumor grow within 6mths im worri cuz get pain n head  headach like everyday thang ive mri  ct 4mths ago im scare,high blood pressur  headach  migrain  tempor arter  tmj syndrom  neoplasm  abnorm blood pressur  arter  cancer  brain tumor
60061,first day take zoloft last night took trazodon sleep  took half zoloft dull headach day  normal,headach  desyrel  sertralin  ibuprofen  trazodon  zoloft  sleep  aspirin
602251,dens breast problem doctor send mammogram everi year  afraid much radiat problem,digit mammogram  radioact  mammogram  irradi  gamma ray
603986,request pet scan past seven month sharp  ach pain shin right bone near knee progress gotten wors ,pet  pet scan
61033,singl pimpl around vagin area consid std,herp  std  wart  pimpl  sexual transmit diseas  sexual transmit infect  syphili  sexual health  genit wart  std prevent
612345,appendectomi 2 5 week ago  heavi lift 2 day ago abdomen hurt  pain plus gas bloat eat  worri,abdomin bloat  abdomin discomfort  pass gas  flatul  abdomin pain  recent surgeri  belli pain  bowel  bowel movement  defec
612574,vulva biopsi mole  someth went wrong  elev skin pain told keloid scar  may need see plastic surgeon happen result  ,mole  keloid  scar  neuroma  plastic surgeri  vulva biopsi  steroid  sutur  femal health  cicatrix
612741,tooth distract 1 week ago n still hurt realli bad head  ear n  went back dentist still hurt normal,dri socket  nsaid  dentistri
613052,need opinion knee surgeri 1 year ago plica resect still lot pain could told arthrti,arthriti  pain joint  herniat disk  lyme diseas  bulg disk  sport medicin  synovium  arthroscopi  knee arthroscopi  well lifestyl
613333,one mole recent start bleed  sign skin cancer im red head pale skin ,wound  mole  red skin  pale skin  skin cancer  melanoma  cancer
615798,corn callus feet  sometim suffer athlet foot  side feet bright pink colour flaki ,ringworm  corn  athlet  athlet foot  callus  fungus  tinea
61706,get chronic headach  even tho im healthi  drink plenti water  nd time headach turn migran ,headach  migrain headach  inflamm  multi infarct dementia  migrain  botox  surgeri  neurolog  xeomin
61825,caus hip knee joint pain someon earli 20s,joint pain  muscl spasm  knee pain  pain joint  inflamm
618390,dermatolog pediatrit pleas   5 wk old babi  red small tini bump face littl neck  acn els treatment,acn  skin rash  red skin  rash  pimpl  small red bump  tactil  facial pimpl  dermatolog  red bump
620086,2 left neck lymph node swollen 3 month also  pain touch portion right jawlin tmj  sinus  allergi bloodwork normal ,tmj syndrom  hypersensit  child allergi  oral maxillofaci surgeri  ent head neck surgeri  allergi
622155,im wonder pea size bump bottom mouth caus rotten teeth,cari  abscess  dental cari  dentistri  tooth decay
623997,problem start pain swell left testicl  problem urin back pain  mt urin blood test clear show infect  vein promin scrotum  thought could,back pain  sexual transmit diseas  sexual transmit infect  std  urin  micturit  pain back  urin
628122,sore littl toe left foot  red  sensit touch  itchi rather swollen  unsur,tactil
628686,painless throat swell w  diff  swallow w hard swollen painless lymph node multipl site  airway feel obstruct symptom incl  dri eyes+pain+photophobia  dri mouth  joint pain  help,joint pain  dri mouth  pain caus bright light  throat swell  light sensit  dri eye
633467,mom stage 4 breast cancer  done w chemo doubl mastectomi  heal radiat  natur supplement fight stop slow spread,breast cancer  breast carcinoma  cancer  irradi  mastectomi  radioact  gamma ray  chemotherapi  supplement  vitamin supplement
633858,lump left breast 7 month ago mammogram doctor said noth late enlarg signific ,digit mammogram  femal health  mammogram
636845,left side throat swollen  along feel slight pressur lower jawlin insid ear swallow  concern,throat swell
637401,doctor give urin test found infect  last yr nov got antibiot went back jan found urin infect got antibiot went today found uti,urinari tract infect  urin  antibiot
637524,stomach cramp  diarrhea 10 time day  nausea  dr found occult blood stool mucous  high esr  gallbladd ultrasound next week  grandma ib brother uc  could caus,loos stool  diarrhea  nausea  dysenteri  ulcer coliti  irrit bowel syndrom  blood stool  gastrointestin bleed  digest bleed  occult blood
640740,ach pain arm  hand  leg  feet w occasion tingl  fall  back pain feel pressur lower spine  rule diabet  aid  nutrit def  im 28  idea,neuropathi  diabet neuropathi
641668,like callous two toe  hurt whenev kind bump someth  small hard part hit flesh hurt ,foot surgeri  hammerto correct  hammer toe repair  hammer toe
642085,mani mds assum depress anxieti cant find problemmi former md miss lupus diagnosi wasnt depress,feel anxious  depress  system lupus erythematosus  hopeless  myelodysplast syndrom  melancholia  anxieti
642596,swollen gland neck  sore throat   ear ach tonsil areinflam cover white patch  strep throat,throat pain  sore throat  strep throat  streptococc infect  enlarg lymph node  swollen gland  enlarg gland
643254,area dens breast tissu appear within year mammogram area disappear,mammogram
644173,came hosp bad flank pain lot blood urin   kidney stone still kidney  infect urin  bw came back ok  could  fu urologist ,blood urin  urin look like blood  kidney stone  nephrolithiasi  urinari bleed  urin  urolog
644627,nag sore left rib cage right left breast  bother cough blow nose  ,cough  femal health
645808,constant headach right side head behind eye 2 week  throb pressur  noth help  besid coffe water sometim  advice|recommendaact,headach  neoplasm  cancer  magnet reson imag  mri brain  mri
647378,true breast lump tumor breast year two mammogram see,neoplasm  breast cancer  breast carcinoma  breast lump  cancer  femal health  imag  mammogram  digit mammogram
650507,soon breast reduct surgeri begin take phentermin averag,pain medicin  pain medic  femal health  surgeri  phentermin  ionamin  fastin  breast reduct surgeri
65868,sore nippl tender breast mean breast cancer swell breast period come pregnant,mens  breast cancer  breast carcinoma  cancer  sore nippl  menstrual cycl  femal health  healthi pregnanc  pregnanc
660598,u hida scan 7% ef pain nausea  negat  ct u ultrasound gallbladd surgeon  go unsur  rt rib shoulder neck  press,nausea  cramp pain  biliari colic  colic  sonogram  feed  hida scan  comput tomographi
66074,rough month sinc wisdom teeth wereremov  swell  tender  heat jaw area  possibl bone infect,teeth  wisdom teeth
6614094,tmj left side  go 2dentist regularlydul left ear jaw cheek ach @ time   tmj someth serious unknown hpv type 2005  cancer lump,tmj syndrom  cancer  nutrit  yawn  hpv  nerv
6620385,check heart   done lot test  egc  echo  holter  stress test  say heart fine  today feel heavi pain chest ,stress  stress test  holter monitor  echo
6624568,sharp pain templ  jaw click  pain radiat side face  ear back head  sometim toothach  could tmj,tooth pain  tmj syndrom  exercis  dental care  manag tmj
6628040,muffl left ear pain insid  neck jaw line   cannot feel anyth swollen area  red lump   could ear infect,ear infect  tmj syndrom  manag tmj  otiti media  tmj surgeri
6636517,tonsil swollen hurt like needl throat  saw yellow thing come one hole tonsil ,
6644127,white rais line cheek 6  week   red bump back tongu  node left jaw sore  could oral cancer  hiv,human immunodefici virus  cancer  oral cancer  mouth cancer  hiv  red bump
6644381,issu l4 l5 s1 also sacroilit scoliosi develop neropothi leg segest treatment mri yet    ,scoliosi  abnorm curvatur spine  magnet reson imag  mri
664973,50i 85k   ht 56 chol 197 hdl  42 ldl 109 vldl 19 tryglycerid 96    heart patient bp 150 90 ,heart diseas  ldl  triglycerid  hdl  blood pressur
6652476,hi realli embarrass moment 37 week pregnant n itchi clitori n quit sore scratch also red n littl swollen what wrong,pregnanc  37 week pregnant
6690063,got upper right wisdom tooth remov infect caviti 5 day ago  augmentin 3 dayfor 7 day  infect back locat wisdom tooth  doc appoint 2 day wrong,dri socket  tooth extract  wisdom tooth extract  augmentin  amoxicillin clavulan
6691103,hey  got sore  red  swollen gum left side  tooth pain discomfort  sinus issu though  could sinus infect caus,dental pain  sinus  tooth pain  oral surgeri  pain discomfort  oral maxillofaci surgeri
6698145,what best allergi medicin allegra  claritin zyrtec,season allergi  allerg rhiniti  non sedat antihistamin  zyrtec  claritin  allegra
6699115,weird feel back knee almost like hit funni bone  tingl also  radiat foot pain foot sometim calf also  could swell,tingl
6699164,distil water orang juic help kidney stone prevent cant find solid info way ,nephrolithiasi  kidney stone  kidney stone
6705207,know infect tooth spread im amoxcillin  sore ear throat  spread dont see abscess  help,abscess  amoxicillin
6705577,believ myocard  known suffer anxieti palpit reccur everi often also cough feel mucus  period fatigu will get bed everi morn ,feel anxious  cough  palpit  myocard  anxieti
6705646,ive got caviti tooth  may infect pain  headach  earach  swollen gland  caus   cant function without pill ,earach  headach  swollen gland  enlarg lymph node  enlarg gland  caviti
6708310,ive pcos  got cyst r  ovari  ruptur  came back month period got ultrasound gone ovari enlarg lot+pain ,insulin resist syndrom  polycyst ovari syndrom  metabol syndrom  sonogram  ruptur  women health  menstrual period  menstrual cycl
6709588,feel pressur area infect tooth pain  use antibiot  safe pull,antibiot
6709663,burn  achi pain behind upper wisdom tooth  tooth fine  dentist say tmj  motrin tylenol doesnt help  tmj caus achi miser,tmj syndrom  motrin  tylenol  ibuprofen  acetaminophen
6711728,ct scan rule brain aneurysm 6 month pain behind right ear upper neck dizzi blur vision  ct normal  next,dizzi  blurri vision  hazi vision  aneurysm  brain aneurysm  comput tomographi  ct scan  irrit eye  vertigo  vision
6715960,felt ill   chill bad sore throat   mayb cold today  notic small discolor tongu side black bump near back  cancer,throat pain  sore throat  cancer
6717395,comparison fordyc spot wart herpes: fordyc spot occur larger number 50100s wherea herp wart fewer number correct,wart  herp
6717973,light brown tan  littl bit darker center  dri  rais  irregular  spot side breast  size dime  recent breast itchi  hot,ringworm  breast size
6718626,pain r low abdomen wors sex  acid reflux daili bout diarrhea constip nausea  diarrhea saturday stop sinc ,constip  reflux  nausea  diarrhea  loos stool  sexual intercours  sex  acid reflux
6719304,girl pregnant virgin peni get insid vagina half peni got around 8 time without releas sperm ,sperm  pregnanc
6729520,miss period 34 day pregnanc test four time  result show negat 48 yrs old  sexual activ  pregnant menopaus,pregnanc test  pregnanc  menstrual period  menstrual cycl  menopaus
6729603,ruptur l4 l5  recent start groin pain two epidur 2 week ago  leg pain stop  groinhav injur s1,leg pain  ruptur  lumbar disc microsurgeri  epidur
6729795,swollen lymph node headach  left eye pain sore throat hard breath especi outsid heart race heart race joint pain weight hair loss nosleep,throat pain  sore throat  joint pain  eye pain  bald  headach  hair loss  breath difficulti
6731820,chronic fatigu  tired  general feel  back flank pain  gerd  ib  migrain headach  palpit  wake sleep race heart  low vitamin level  ferritin level 14  tsh fluctuat could,headach  migrain headach  irrit bowel syndrom  chronic fatigu  palpit  vitamin defici  migrain  lethargi  sleep  thyroid stimul hormon
6732950,take  direct  hydrocodon 10325 tramadol 10 mg  tramadol  use advil allev instead  mani thank,renal impair  advil  hypertens  alev  narcot
6734613,constip appendectomi  appendix 4 5 week ago bad abdomen pain  cramp  like wash machin  wind stool loke rabbit pellet would issu pain,constip  abdomin pain  fece  remov appendix  appendectomi  wash
673585,test posit  chlamydia  negat hiv  gonorrhea syphili  given  one time 2 tablet treatment azithromycin  week suppli erythromycin serv pain stomach  poop  urin help,loos stool  indigest  heartburn  diarrhea  gonorrhea  dysenteri  human immunodefici virus  syphili  allerg reaction  antibiot
6736922,lost voic two month  start pharyng  tooth extrem sore  week ago    found tooth abscess  remov yesterday given antibiot voic come back like infec,abscess  voic disord  pharyng  antibiot  ent head neck surgeri
6739903,horribl toothach tylenol help  take 600mg ibuprofen coupl day take 20mg lisinopril past 2 week ,tooth pain  nuprin  zestril  rufen  prinivil  tylenol  motrin  lisinopril  ibuprofen  advil
674186,ive product cough near 6 month  well chest pain left side breast bone  27 yearold male  smoke year  cancer,sprain strain  product cough  cough  chest pain  fatigu  perspir  malais  lethargi  chest tight  chest pressur
6742055,slept last night  yesterday  horribl anxieti attack last day  took  5 ativan 730 8pm anoth 3am  could im tire head full heavi  dizzi,feel anxious  dizzi  ativan  anxieti
6742735,havent get good sleep past day  anxieti bad  everyth seem like dream  talk therapist er told take ativan amd sleep  nervous take ,feel anxious  therapist  sleep  ativan  anxieti
6743273,2mg valuim help fall asleep ive talk ativan took 1mg earli morn got mayb 2 3 hour sleep   therapist said tri valuim  realli want zzz,insomnia  valium  insomnia med  therapist  sleep  ativan
6743587,asymmetr mole foot remov today  grow past month im pregnant  could cancer im scare,mole  cancer  pregnanc
6748339,wisdom teeth impact extract meantim past week bad jaw pain  ear ach  tmj wisdom teeth,earach  tooth pain  dental pain  jaw pain  tmj syndrom  deal wisdom teeth  wisdom teeth  wisdom tooth extract  oral surgeri  oral maxillofaci surgeri
675293,cough sputum wheez tight chest  pred  valu spirometri 83%  copd late onset asthma,asthma  cough  wheez  spirometri  sputum  pulmonari function test  pulmonolog  copd  pediatr pulmonolog
676908,woosh sound ear like hear heart beat year dr keep say ear infect go awayha bad cant muc,high blood pressur  ear infect  chronic sinus  blood pressur  otiti media  ent head neck surgeri  hypertens  neurolog
6771824,16 yrs old daughter bother chronic yeast infect take strong antibiot 3 yrs ago ive tri cranberri juic  probiot otc product  new pediatrician prescrib 1 dose oral antifung work  rec,yeast infect  pediatr  probiot  yeast  cranberri juic  candida  antibiot
6776285,hi  recent bottom back right tooth remov abcess form jaw least 10 day wasnt give pain abit sore touch  dentist remov tooth said abcess go,abscess  dental abscess  tactil  tooth extract
6781628,abigail headach  stomach cramp  diarrhea 24 hour  much urin output  worri head hospit,diarrhea  stomach cramp  headach  loos stool  urin
678247,mom pass away due liver cirrosi  hepat b  hepat e  dad also hep b  stand chanc vaccin done ,hepat  hepat b  vaccin date  vaccin  antibodi  antigen
6788402,3 yr old big swollen lymph node one side neck formonth  blood work normal purpl circl eyesposs,
6793318,swell one wisdom teeth pain unbear cant afford go dentist get necessari help clinic,dental pain  tooth pain  deal wisdom teeth  oral maxillofaci surgeri  oral surgeri  wisdom tooth extract  wisdom teeth
686837,mother icu  skin infect mid back left breast  red  hot  rais  blister dark purpl streak  kidney level 15  cardiac enzym high  chest pain  short breath  expect,skin infect  chest pain  heart attack  myocardi infarct  cardiac arrest  chest tight  chest pressur  multi infarct dementia  kidney failur  esrd
687537,son 4 year old immunis needl  right arm swollen  red rash  say itchi  get wors,skin rash  dermat  rash  children health
690961,right ear ach  right side jaw hurt well right side throat  day 4 take amoxil still relief  pain caus infect,bacteri infect  earach  jaw pain  bacteria  dentistri  antibiot  viral infect  virus  amoxil  amoxicillin
691108,ad 10 mg nortriptylin nummular headach 50 mg trazodon insomnia 60 mg cymbalta migrain  felt dizzi  drug  weak stop trazodon  feel better  cant sleep ,insomnia  restless  dizzi  headach  migrain headach  depress  agit  restless leg  migrain  restless leg syndrom
696980,l4s1 fusion 10 week ago  symptom better new sever r  back pain x1mo   l5   spine r   pain10 10 turn bed   lean l  2   pain  xray ok  insist muscl spasm,back pain  muscl spasm  massag  pain back  fusion  contract  charley hors  twist muscl
714550,get genit wart remov liquid nitrogen  leav dark spot skin ,wart  pigment  genit wart
719764,bad infect tooth fail root canal  apicoectomi pull tue novacain   doxi sinc sat  feel nauseous dizzi sinc last night,dizzi  malais  nausea  doxycin  doxycyclin  pain medic  doryx  novocain  root canal  pain medicin
72460,leg swell knee feet   tender touch   could,leg swell  albumin  tactil
728241,sever itchi spot arm  finger  back knee hand  ankl  scratch get white elev nickles spot ,rash  eczema  dermat  psoriasi  allerg reaction  dermatolog  allergi  nutrit  scratch
728449,leg red almost like sunburn  knee ankl arent swollen  dont hurt ,sunburn  allerg reaction  allergi  cellul  circul
729706,excedrin migrain taken daili constant bad headach affect right eye doctor said eye look fine ,headach  migrain headach  migrain  ophthalmolog
72973,tear acl  mcl knee cap disloc  x3week later still cant bend knee past 45*  ive disloc b4 cant rememb recoveri last4ev ,disloc  patellar disloc  mri scan  autonomi  sport medicin
731474,studi much sleepless lead headach like pressur head nervous insomia dizzi  counsult physician,insomnia  dizzi  headach  feel anxious  nervous  anxieti  caffein  amphetamin  vertigo  exercis
74487,symptom ovarian cyst ectop pregnanc nausea pain left pelvic area pressur tight  unbotton jean,nausea  ectop pregnanc  pelvic pain  ovarian cyst  femal health  healthi pregnanc  pregnanc  pregnanc test  ruptur
746929,prophylact antibiot requir patient heart valv surgeri open incis procedur breast core biopsi,valv  surgeri  prophylact antibiot  incis  heart valv surgeri  biopsi  antibiot
747747,often vagin birth caus incontin pelvic organ prolaps common problem normal birth,stress  stress incontin  incontin  children  vagin birth  femal health
748732,ldl 131 mg dl  hdl 54 mg dl trig 115 mg dl  eat plenti fruit veget  exercis  dont smoke drink bmi 21  ,intraventricular hemorrhag  hdl  ldl  exercis  bodi mass index  bmi
750092,open inguin hernia surgeri 3 week ago told surgeon lift anyth 30 lbs  two day ago  lift groceri bag weigh 15 lbs  affect anyth,groin hernia  lump groin  hernia  inguin hernia  hernia surgeri  hernia repair  inguin hernia surgeri  surgeri
753152,small fiber neuropathi im take 900 mg gabapentin foot pain  help  what chanc max dose help,foot pain  nerv damag  neuropathi  neurontin  lyrica  gabapentin  pain manag  fiber
75354,non steroid non surgic treatment l5s1 disc hernia,hernia  physic therapi  ibuprofen  surgeri  laparoscop surgeri  exercis
7544,doctor said uti symptom prescrib antibiot without perform urin cultur  concern,urinari tract infect  urin  urin cultur  antibiot
754614,callous insid babi toe   hurt realli bad  get get rid,wound  incis  podiatri  callus  bone spur
754908,breast biopsi 2 month ago benign lactat chang  feel like feel tini lump clip put,scar  cancer  cicatrix  breast biopsi  biopsi
757986,advers reaction bactrium  start get flu like symptom  visibl swollen lymph node neck thatmov hive swollen tongu  still gettingintermitt hive swollen tongu  9 day last pill normal,flu  hive  hypersensit  enlarg lymph node  swollen gland  swollen tongu  allerg reaction  sulfamethoxazol trimethoprim  allergi  bactrim
758546,two color mole pr definit melanoma,mole  melanoma  skin cancer  malign melanoma  suspici mole
76149,tweak right knee play basketbal last year put pressur certain angl  give  could,imag
761587,unprotect sex 2213  could pregnanc mistaken cyst right ovari 2202013,sex  healthi pregnanc  pregnanc  femal health
762314,common cyst form nippl male swell oneday   next day smaller  worri male breast cancer 27 yr old male,breast cancer  breast carcinoma  cancer  male breast cancer
766528,raloxefen breast cancer treatment help bone osteoporosi build new bone   prevent hip spine fractur,heart diseas  breast carcinoma  breast cancer  osteoporosi  cancer  estrogen  evista  femal health  cancer treatment  medic oncolog
767664,sinus caus teeth ach lower bottom dull  ach bad gum  fibro  herniat disc   headach  runni nose  see ent dentist ,rhiniti  headach  herniat disk  bulg disk  fibromyalgia  runni nose  orthoped surgeri  ent head neck surgeri  dentistri  periodont
771121,angelina joli brca test  doubl mastectomi oophorectomi mean averag woman,mastectomi  femal health
784543,might go find doctor special breast augment cosmet surgeri,plastic surgeri  cosmet breast surgeri  surgeri  cosmet surgeri  breast augment
788773,brain aneurysm coil  bp low 88 46 puls 100 daili headach dizzi ,dizzi  headach  aneurysm  brain aneurysm  blood pressur  vertigo
789196,breast biopsi report said took 4 biopsi patholog report said 3 core measur 89cm  arent 4 core,radiolog  breast biopsi  biopsi
79184,rash inner top foot  red  dri  itch hot water hurt bad  eczema possibl athlet foot,skin rash  red skin  dermat  athlet foot  athlet  eczema  rash
792448,anyth done reduc elimin snore   husband doesnt sleep apnea snore prevent us share bed ,snore  sleep apnea  apnea  sleep
794800,famili friend infect wisdom teeth   amoxicilin 500 mg capsul prescrib dentist  rash face ok,skin rash  rash  antibiot  wisdom teeth  dentistri  amoxicillin
795297,im 47 regular cycl  sex ovul day  day  one day aunt flo due  got lot creami cervic mucus  feel tire  breast feel full mild cramp abdomen  sign pregnanc,mens  miss period  menstrual cycl  menstrual period  pregnanc  menstrual  healthi pregnanc  femal health  sex
811815,remov corn callus feet,corn  deodor  callus
813817,took colostrum 1 5 month began shed hair  scalp itchi  stop take today  hair loss stop hair regrow heard igf1 caus ,bald  vitamin defici  hair loss  humulin  supplement  novolin  insulin
817656,darken nippl  light tinglyga maybelik cramp  nausea  food crave  dizzi  noseble   sore breast pms pregnancyalso light bleed,nose bleed  pass gas  dizzi  nausea  flatul  premenstru syndrom  breast pain  bloodi nose  noseble  nutrit
817964,could breast lump oval horizont point  size green grape  movabl  sore touch ,benign tumor  neoplasm  breast lump  cancer  tactil
819160,normal black blue palm hand wrist post carpal tunnel surgeri   5 day  ,ecchymos  surgeri  carpal tunnel releas  carpal tunnel syndrom  carpal tunnel surgeri
819923,may far fetch plavix caus depress reduc effect wellbutrin,insomnia  tremor  feel anxious  depress  seizur disord  shake  seizur  anxieti  plavix  wellbutrin
820850,hemeroid use lil rectal bleed would make u soak toilet paper bright red blood  ib,neoplasm  coliti  irrit bowel syndrom  rectal bleed  cancer  hemorrhoid
823203,ten day surgeri repair meniscus left knee  ankl foot swollen  sonogram clot negat  normal,joint surgeri  exercis  ten  surgeri  sonogram
823599,mani visit take molar root canal visit dentist than10 time still tooth sore  went differ doctor get seal still pain ,dentistri  endodont  root canal  dental health  dental care  oral health
824135,husband brother malign melanoma  increas chanc would get  children ,skin chang  melanoma  skin cancer  cancer  malign melanoma  genet linkag  children
824397,certain medicin type med caus hot flash men take med bp  prevent kidney stone  diabet  depress ,hot flash  diabet  diabet type 2  depress  multipl sclerosi  nephrolithiasi  kidney stone  supplement  femal health  niacin
832528,major gi issu feel stuff get stuck throat ana posit skin issu raynaud think may scleroderma   advic scare see dr  chittaje tomorrow  im 27,raynaud  raynaud diseas  dermatosclerosi  scleroderma  nutrit  egd  gastroenterolog  endoscopi  ana
842687,fell hurt knee  swollen  bruis  1 week later side foot start turn black  blue  hot touch concern,podiatri  gait  knee injuri  tactil
84600,staph suspect mrsa neck  cover  treat w med topic n oral   c n child sleep bed lysol sheet,mrsa  staphylococc infect  children  sleep  pediatr
848440,scalp itchi  use everi dandruff shampoo drug store make wors  mild psoriasi knee foot  could relat,dandruff  pediculosi  psoriasi  sever itch  lice  children
848534,wisdom tooth extract  yesterday dentist stitch hole stop bleed last night know clot ok,thrombus  dentistri
848644,ever heard doctor prescrib blood pressur med four year old sleep along adhd med,adhd  hyperact  duraclon  sleep children  hydroxyzin  melatonin  clonidin  children  catapr  sleep
850944,asymmetr mole differ shade small black tubular growth cross use pic profil  melanoma ,mole  skin lesion  melanoma  skin cancer  cosmet surgeri  plastic surgeri  surgeri
851925,pain upper buttock hip joint move leg sideway  hip problem sciatica groin pain could hernia,hernia  low back pain  sciatica
854973,insomnia  frequent wake  heavi snore  unrefresh sleep  fatigu everi day  sleep studi confirm sleep apnea present  could,insomnia  snore  fatigu  unrefresh sleep  apnea  lethargi  sleep apnea  sleep studi  sleep  oxygen
855176,dad bad pain  elbow wrist  finger  neuro diagnos ulnar nerv entrap  improv 1 week  pain,asthenia  pinch nerv  numb  hand weak  gabapentin  neurontin  flexion  neurosurgeon  antiinflammatori  neurosurgeri
856527,think 16yr old bloat feel pressur abdomen 4 week stomach cancer,abdomin bloat  gi cancer  cancer  stomach cancer
858856,mani year tumor benign turn malign  becous tumor parotid gland 2 year never increas size,neoplasm  cancer
86144,come stress incontin  nobodi els famili,stress  stress incontin  incontin  urinari incontin  kegel exercis  exercis  gynecologist  stress urinari incontin
863187,radial arteri occlus  u know u good vascular blood suppli circul finger hand  test determin ,circul  arteri
868591,extrem tight jean caus dvt blood clot leg,blood clot  blood clot leg  deep venous thrombosi  cancer  desogen  femal health  gait  levlen  brevicon  birth control pill
869108,pain right side palm wrist area radiat arm carpal tunnel ,carpal tunnel syndrom
869379,left side bodi sometim feel weaker stiffer right  sometim get headach right side head  health anxieti  wonder sound like brain tumor,headach  feel anxious  migrain headach  migrain  neoplasm  cancer  brain tumor  neurolog  magnet reson imag  mri
870131,chemic peel skin   acn scar go away,acn  pimpl  scar  acn scar  facial pimpl  chemic peel  laser  laser resurfac
870379,hemorrhoid everi bowel movement reason see dr  bleed   pain feel pressur  push back  use suppositori,general surgeri  general surgeon  anal swell  intestin  hemorrhoid  bowel movement  bowel
87542,got callous babi toe next toe   ive tri scale cant get way   anyth ,children health  callus
876423,melanoma look like seem black mole upper back,mole  feel anxious  skin cancer  melanoma  biopsi  anxieti
877967,two neg  dimer test  leg kill  never dvt ever worth get ultrasound sure,blood clot leg  deep venous thrombosi  sonogram  arteri  dimer  vascular surgeri
894555,stage 2b idc breast cancer  tripl posit  us show 6mm thyroid nodul calcif next carotid  insist fine needl biopsi,breast cancer  thyroid nodul  breast carcinoma  cancer  needl biopsi  nodul  arteri  radiolog  biopsi
898627,might still breastfe nippl incis breast augment,pregnanc  implant  cosmet breast surgeri  incis  breastfeed  breast augment
904397,brca genet test simpl blood test,genet test
906769,everi morn wake migrain seem like   headach almost 45xweek sleep apnea,headach  migrain headach  sleep apnea  migrain  apnea  sleep
908267,bulg l45 l5s1 sever pain hip lower leg ,rufen  pain medicin  orthoped surgeri  nuprin  naproxen  naprosyn  naprelan  motrin  memori  ibuprofen
90888,okay yesterday went kiss bf sleep wokeup head hit nose made loudcrack bump tender pressur,disloc  cartilag  oxymetazolin  acetaminophen  non steroid anti inflammatori drug  sleep
91071,ive constant migrain headach 6 year doctor dont know late get migrain get reali bad chest pain ,chest pain  headach  high blood pressur  migrain headach  migrain  chest pressur  chest tight  angina  smoke  ct scan
911558,get done first  caviti fill wisdom teeth pull,cari  tooth decay  tooth extract  dental cari  wisdom teeth
917288,ive deal strang headach year  pain top around head  also ear well neck pain ,earach  headach  stress  neck pain  sinus  malocclus  angiiti  neuriti  hypersensit  tmj syndrom
920932,front tooth abscess drain bioten wash ok use anyth elsewait go dentist ,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care
926668,19 year old 54 tall  seven stone  chest pain  fast heartbeat  short breath evenwhil eat talk palpit  ive ecg  cbc  chest xray could find noth ,chest pain  palpit  chest tight  chest pressur  angina  complet blood count  electrocardiogram  cbc  xray chest
92818,littl pain needl breast biopsi,needl biopsi  biopsi  breast biopsi  breast needl biopsi  ultrasound guid needl core biopsi breast
930247,could sleep apnea caus autonom neuropathi  doctor tell  idea ,sleep apnea  apnea  nerv damag  neuropathi  sleep  autonom nervous system
93672,scar skin cancer vs mole remov look like,mole  scar  melanoma  skin cancer  cancer  mole remov  laparoscop surgeri
93856,laser treatment acn scar,acn  pimpl  acn scar  scar  facial pimpl  laser  co2  thermag  collagen
940971,bad headach 2 week  nausea  dizzi vertigo  fatigu  increas heart rate time  blood test normal  pregnant ,dizzi  headach  nausea  fatigu  lethargi  migrain  pregnanc  vertigo  imag  mri
94186,could melanoma  mole rib big dark center  ,mole  skin cancer  melanoma
943426,fever take antibiot fever goe away still big pain lump could inflammatori breast cancermi,fever  breast abscess  abscess  breast cancer  breast carcinoma  cancer  inflammatori breast cancer  femal health  surgeri  surgic drainag
943460,mani day take get blood cultur result breast abscess,breast abscess  abscess  femal health  blood cultur  antibiot
946077,caus vibrat  pound sensat leg lie   also slight swollen ankl leg muscl cramp   ty,ankl swell  swollen ankl  muscl cramp  nerv
946162,worri cancer due radiat 4 brain ct scan year plus heart ct brain surgeri plus 3 contrast dye ,cancer  exposur radiat  radioact  surgeri  irradi  gamma ray  comput tomographi  neurosurgeri
94751,pain upper left near rib  flutteri right near rib  nausea sensit breast pelvic discomfort pain  dark area areola   negp 10 day ago,nausea  pelvic discomfort  hormon
948735,gyn doctor  what partial hysterectomi mean uterus left cut half  fibroid need surgeri  want organ ,uterin fibroid  hysterectomi  surgeri  complet hysterectomi  partial hysterectomi  incis  salpingo oophorectomi  fibroid
950606,use total joint replac case chronic ankylos spondil best remedi suggest deal chronic ankylos spondil,spondyl  artifici joint  ankylos spondyl  humira  remicad  prednison  plaquenil  methotrex  liquid pred  leflunomid
951452,hand still swell carpal tunnel surgeri 7wks ago,surgeri  carpal tunnel syndrom  carpal tunnel surgeri  carpal tunnel releas
954008,knee surgeri caus swollen foot,swollen foot  surgeri  knee surgeri
959243,pain upper back pain spot touch b w shoulder blade spine  1 5 month  chest ct normal  smoker  lung cancer,arthriti  pain joint  inflamm  cancer  lung cancer  smoke  tactil  quit smoke  ct chest  comput tomographi
