answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
check it out may be time to see your doc to rule out serious causes,1916144,0,1424457,12443428,"2,004",louisiana state university school of medicine in shreveport  la,32years,"[11195338, 11827603, 12790320, 12770019, 11499112, 11144895, 12499767, 12716366, 10532317, 12456431, 10054675, 10072614, 12763938, 10005184, 12647808, 12770740, 12611546, 25715293, 12429479, 12571963]","2,727,900",[u'depression'  u'nutrition'],i have an integrated medical practice traditional family medicine is practiced with additional effort in lifstye modification to reach optimal health,[u'great doctor consistently gives thoughtful  insightful and expert advice'],12,family medicine,780,[u'dizziness'  u'nausea'  u'nausea and vomiting'  u'emesis'  u'vertigo'],sharp  lasting pain in front through back of head dizziness vertigo  with nausea/vomiting ongoing for over a month not sinuses help?
warm compress hello you can try using a warm compress several times per day to see if it will go down if it does not  see your regular doctor for additional evaluation and possible testing some enlarged lymph nodes are chronic and do not cause problems if it is painful  take something like ibuprofen  as long as you are not allergic,1918478,0,1425144,12765901,259,morehouse school of medicine  ga,10years,"[10003512, 10014088, 11194676, 12593911, 11144895, 10007901, 11192041, 12363026, 35630413, 12335600, 10012087, 12780907, 10536682, 9215053, 9215018, 9215048, 9215036, 9215041, 7452715, 7349917]","113,162",[u'vaginal irritation'  u'skin rash'  u'bruising'  u'diabetes'  u'vaginal discharge'  u'sports medicine'  u'dental pain'  u'supplements'  u'dental caries'  u'orthopedic surgery'  u'upper respiratory infection'  u'sprains and strains'  u'gynecology'  u'patient communication'  u'hypertension'],hello! i am dr tyra c harris and i have been practicing medicine for nearly 10 years i have worked in both primary and urgent care seeing an array of patients in and around atlanta  georgia i absolutely love helping my patients to understand what ails them and how they can get back to enjoying life i graduated from morehouse school of medicine and completed my training in family medicine at both grady memorial hospital in atlanta and atlanta medical center in east point  ga i was elected chief resident during my final year of training and served that role with great honor i continue to practice urgent care in atlanta and i enjoy each and every day i am rewarded by knowing i helped make someone feel much better i reside in atlanta with my family  including my 3 year old son,[u'dr harris is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr harris is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],,family medicine,68,[u'antibiotic'],swollen lymph node under jawline one side 2 months antibiotics not working doesn't get better or worse can this be a throat cyst?
wait a bit keep ice on it frequently and add zantac 150 mg twice a day for couple days although usually for reflux  it also blocks histamine and can help remediate this swelling steroids are powerful meds and should be used with care be well!,1922102,0,1425824,12676541,362,east tennessee state university james h quillen college of medicine  tn,16years,"[10002907, 10014519, 11045923, 11194676, 10014887, 10001713, 12456431, 12543305, 12673344, 12593911, 12673408, 12515330, 10005278, 12515014, 12686040, 35755990, 7047307]","320,328",[u'hernia'  u'surgery'  u'hemorrhoids'  u'having safe sex'  u'abdominal pain'  u'lump in groin'  u'hiatal hernia'  u'gallbladder diseases'  u'one sided abdominal pain'  u'pancreatitis'  u'emergency medicine'  u'breast diseases'  u'general surgery'  u'wellness and lifestyle'],i enjoy general surgery but also practice general medicine in my small rural community i love the bond that a physician can develop not only with a patient but their entire family i have served in the military and feel it was a great honor to take care of fellow veterans i promote wellness,[u'dr jarrard is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr jarrard is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],1,general surgery,170,[u'allergic reaction to insect bite'  u'treating bee stings'],stung by a wasp 3 days ago on my eye brow  swelling on both eyes and forehead taking benadryl should i see a doctor for steroid shot? or wait it out?
wasp sting if after 3 days  the swelling has not abated  it sound like you may need a round of a steroid taper or as you indicated  a steroid injection i would have expected the swelling to be coming down now so i do believe you need to receive a little help from your physician,1921992,0,1425824,11067867,765,duquesne university west virginia university school of medicine  wv,38years,"[11195338, 10002907, 10019047, 11387377, 11045923, 10014299, 10000365, 10051084, 11068463, 20552017, 11412554, 12247487, 11207912, 12749023]","572,587",[u'vitamin deficiency'  u'acetaminophen'  u'oncology'  u'child health'  u'anticlotting drug'  u'electronic health records'  u'antibiotic'  u'drug information'  u'antimicrobial resistance'  u'medical oncology'],oversee pharmacy operations in a four physician outpatient oncology practice partner with department of infectious diseases to maintain an inpatient antibiotic stewardship program coordinate and manage inpatient pharmacy run anticoagulation service general oversight of inpatient clinical pharmacy services,[u'i have know dr prieston since i have been in chambersburg which is over 25 years i do not recall how many years he has been hear but i can assure anyone that he is at the top of the list as far as pharmacistshe checks for medication interactions  informs patients of any problems as well as physicians when we make mistakes and  is kind and caring we need more like him nationally!'],4,pharmacy,554,[u'allergic reaction to insect bite'  u'treating bee stings'],stung by a wasp 3 days ago on my eye brow  swelling on both eyes and forehead taking benadryl should i see a doctor for steroid shot? or wait it out?
impacted wisdomtooth a trip to dentist will help determine if you have impacted wisdom tooth giving you trouble and need to be extracted by an oral surgeon it probably is infected and needs to be treated first with antibiotic and pain killer,1940434,0,1436473,12697827,"2,422",jawahar lal nehru medical college  india,40years,"[7569692, 12838195, 7401832, 11080084, 10073610, 7430770, 11682263, 10014441, 11125605, 10010426, 10040212, 7742792, 11422481, 11447928, 10005811, 10014428, 11125645, 10045171, 10049366, 11089577]","1,972,907",[u'travel medicine'  u'adult immunization'  u'family relationships'  u'stress management'],a health professional with several years of experience in general pediatric and adolescent medicine with international/ global health perspective i am passionate about issues of public health esp in regions where infant and child mortality due to vaccine preventable diseases and sanitation still remains a major public health concern i believe that the new generation of doctors should be exposed to get first hand experiences in global health to not only familiarize themselves in recognizing diseases which have become rarer in the west  but threaten to make a comeback due to more frequent international travel  unrestricted borders and rising trends in vaccine refusal each physician should strive to share their valuable experience in teaching the newer gen of doctors for a safer tomorrow,[u'looking forward to maintaining contact with you\nmichael kleerekoper'  u'great peds doc!!'],23,pediatrics,"1,008",[u'earache'  u'tooth extraction'],bottom wisdom tooth never came in had molar pulled a few years ago & now having jaw  ear pain  sore swollen gum where wisdom tooth is under gum ?
you have pain the discomfort that you describe as pressure suggests cystitis,1947868,0,1440609,12701364,"4,033",university of medicine and pharmacy 'carol davila'  romania,22years,"[11755506, 12543253, 12770019, 11061343, 12754694, 11208135, 12653404, 10014724, 10019047, 11183703, 11195338, 12735463, 20596297, 12790320, 12708434, 11146675, 12708459, 10049915, 10014299, 12611546]","2,386,840",[u'hospitalization'  u'gastroenterology'  u'geriatrics'  u'hematology'  u'palliative care'],enter your bio,[u'dr silviu pasniciuc is a great and very knowledgeable specialist he gives unbiased advice  let people participate actively in all decisions related to their health and health care  assess each situation carefully  and help whatever the situation highly recommend him to family and friends'],18,hospital-based practice,816,[u'urine'  u'urination'  u'micturition'],can you have a urinary tract infection without pain? my only symptoms are light pink bleeding and horrible pressure as if i have to push to urinate
could be bfs may have benign fasciculation syndrome but should be evaluated by neurologist to rule out more serious condition,1948729,0,1441081,12803889,4,neoucom,16years,,"21,702",nan,,[u'dr roberts is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],,family medicine,7,[u'muscle twitches'  u'fasciculation'  u'amyotrophic lateral sclerosis'],is it true that you can gave benign fasciculations of the tongue? my tongue twitches a few times a week  is it more likely als? no other symptoms
unlikely heart at age 21  with negative lab tests  this is unlikely to be from your heart pain that goes from your chest down your left arm and that makes your fingers cramp is most likely coming from muscle and fascia--myofascial pain this can be aggravated by nutritional deficiencies caused by fast food and soda/gatorade  and also injury to your chest and shoulders wwwblatmanhealthandwellnesscom,1951852,0,1442634,10027714,351,medical college of pennsylvania  pa,36years,"[10038570, 10530715, 11061343, 11832999, 25835273, 11144895, 25715211, 12749052, 12448220, 11792752]","237,723",[u'prolotherapy'  u'scoliosis'],hal blatman md  daapm  abihm  is the medical director of the blatman health & wellness center and a past president of the american holistic medical association he is co-author of winner's guide to pain relief  an easy do it yourself guide for understanding and treating myofascial pain he completed two years of training in orthopedic surgery and is credentialed in pain management  occupational and environmental medicine and integrative holistic medicine he is a nationally recognized specialist in treating myofascial pain disorders in the early 1990s he studied with the late janet travell  a pioneer and pain physician to president john f kennedy during the past 30 years his practice of medicine has evolved from orthopedic and allopathic medicine to holistic and functional medicine,[u'dr blatman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr blatman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],3,pain management,218,nan,left shoulder ache twinges of pain into left arm left fingers cramp happens on right side too good ekg  xray  and heart enzymes heart issue? 21yr
unclear what the ?is you are trying to ask i think you are worried because you would like to see a doctor  but the next available appointment is 2weeks out i share your concern this could be a simple viral infection  or you could have another medical issue  like thyroid or endocrine dysfunction if you are not any better  or worsening  visit an emergency or urgent care facility if you are getting better try 2 wait,1954513,1,1443846,12756606,"4,321",george washington university medical school  dc,14years,"[7553169, 11092579, 10040183, 10000041, 11682263, 11827603, 10000408, 10005107, 7742792, 10013299, 11045923, 11048549, 10014428, 10000059, 11158724, 11125645, 10003619, 10004054, 10003048, 12770019]","1,688,846",[u'anxiety'  u'back pain'  u'diarrhea'  u'surgery'  u'pain in the back'  u'migraine'  u'hyperthyroidism'  u'overactive thyroid'  u'seizure'  u'relaxation techniques'  u'hypertension'  u'vaccinations'  u'wheezing'  u'tension pneumothorax'  u'convulsion'  u'chest trauma'  u'sepsis'  u'stroke'  u'asthma'  uwomen's health],internal medicine is my passion  it's like chocolate for the brain the best part of being a general internist though  isn't the intellectual feast  it's changing people's lives for the better helping people overcome serious health challenges and living life to the fullest is what i enjoy most at humboldt state university i received my bs with a double major in environmental biology and botany after working as an avian biologist during summers and for two years post graduation i went back to hsu to study natural products organic chemistry and mycology before long  i realized i preferred working with people  and applied to medical school i am proud to be alumni of the george washington university school of medicine  mayo clinic im residency and nhsc scholarship recipient,[u'i cannot say enough to honor dr archer  a true scientist  capable of rational  well founded  science based thought coupled with a love for people and a drive to help every one live the fullest life possible  she demonstrates true interest in every patient whose questions she answers and earns the respect and trust of her patients and her colleagues  i learn so much from reading her answers'  u'love what dr cynthia archer stands for! she is passionate about helping patients feel better  understands their medical conditions & provides sound  clear practical advice on how best to take care of the problem now to resolve it she provides meaningful insights to both patients and doctors alike to learn what good medicine practice is  if not great medicine! i recommend her highly!'  u'i have had the pleasure of getting to know dr archer through her professional wisdom as well as personally to discover she is charming and avant garde which in my opinion are valuable attributes to have in this day and age of the modern physician  i recommend her without reservation and look forward to continued good personal and professional relatiionships with her'  umost people spend more time shopping for a new car than they select a physician it's important to find a physician you trust and feel comfortable with dr cynthia archer is the only doctor you need to know she is a human being who cares about people i'm really learning a lot from her answers highly recommended dr paul grin  u'dr archer gives understandable  pertinent answers to the everyday questions asked by patients  she is kind  personable and easy to understand  she is the kind of doctor that wants to help you get to the heart of your medical concerns so you can feel better  i recommend her as your doctor to see'  u'a personable  intelligent physician with a talent for teaching without patronizing in a down-to-earth  succint way  dr  cynthia archer is truly a highly valued member of healthtap her patients are fortunate to find such a competent  caring physician i recommend her highly'],19,internal medicine,615,[u'vomiting'  u'dizziness'  u'appetite'  u'stomach pain'  u'nausea'  u'loss of appetite'  u'lethargy'  u'trembling'  u'vertigo'  u'emesis'],nausea fatigue sharp stomach pains inner trembling loss of appetite began 5dys ago after vertigo in shower/vomiting period in 2wk unable to see doc?
yes  but yes  good combination make sure you follow up instructions about treating the cause of the abscess,2347281,0,1444121,12543253,"13,246",university of washington school of medicine  wa university of pittsburgh school of dental medicine  pa,40years,"[7569692, 12838194, 7553169, 12838195, 7401832, 10001527, 10056048, 10005868, 10011107, 10013908, 10038441, 11946103, 20680097, 11447928, 10056546, 11193644, 10073610, 10014830, 10052334, 10005507]","7,734,960",[u'oral surgery'  u'oral and maxillofacial surgery'  u'tooth pain'  u'managing tmj'  u'dental pain'  u'wisdom tooth extraction'  u'dealing with wisdom teeth'  u'facial pain'  u'facial plastic surgery'  u'tmj surgery'  u'oral cancer'  u'botox'  u'acne'  u'open repair of jawbone fracture'],dmd  md  facs licensed in both medicine and dentistry board certified in oral & maxillofacial surgery  otolaryngology/head & neck surgery  and facial plastic and reconstructive surgery past full time faculty at uc davis medical center  sacramento  ca current clinical faculty at university of washington school of dentistry  seattle  wa practice consists of tmj and facial pain disorders  facial plastic and reconstructive surgery currently in full time private practice in sacramento  ca 87 scripps drive  suite 112  sacramento  ca 95825 office phone 916-570-3088,[u'being trained  licensed  & board certified both medically (both otolaryngology and facial plastic & reconstructive surgery) and dentally (oral & maxillofacial surgery) drgallia is in possession of an incredibly impressive breadth of training  knowledge  and experience in his field  his answers to questions are clear  precise  & very helpful &it is my pleasure to recommend him very highly indeed'  u'although i live far from dr lou  i have had the chance to see his recommendations  his accolades and his patient satisfaction i highly recommend dr lou for his experience  recognition nationally and his devotion to his community of patients'  u'great doctor he gets right to the point  addresses the issue in a straightforward manner and tells you who to follow up with what more could you want glad to have him here on healthtapcom impressed with his tmj expertise'  u'i have known dr gallia to be extremely knowledgable as an oral surgeon and have been very pleased with the way he has teated my patients  i have no hesitation in recommending him'  u'dr gallia is an expert in his field and i highly recommend searching him out for answers relating to ent  maxillofacial  tmj  and other related areas of interest!'  u'not your basic or all surgeon  best of the best! very experience oral surgeon many additional specialties definitely in good hands and highly recommended!'],11,oral and maxillofacial surgery,"1,445",[u'abscess'  u'tooth abscess'  u'dental abscess'  u'flagyl er'  u'metrocream'  u'metronidazole'  u'flagyl'  u'noritate'  u'amoxil'  u'amoxicillin'],i had a tooth abscess and dentist drained and gave me metronidazole and amoxicillin  is it necessary to have the metronidazole too?
viral rash probably a low grade viral rash; however  without an exam  you should have it checked,1960451,0,1447916,12423832,"11,665",autonomous university of guadalajara faculty of medicine  mexico,42years,"[10000408, 10013299, 12543253, 12770019, 11061343, 10014642, 10011998, 11208135, 11109271, 10005209, 12653404, 10074501, 11195338, 12735463, 20596297, 12790320, 10053027, 12653432, 10005184, 12708459]","18,096,298",[u'dizziness'  u'back pain'  u'allergies'  u'blistering'  u'diabetes type 2'  u'depression'  u'amoxil'  u'anxiety disorder'  u'asthma'  u'streptococcal infection'  u'aerobic exercise'  u'depression in adults'  u'telemedicine'  u'essential hypertension'  u'primary care facilities'],i enjoy travel  sports  excercise leisure reading and learning to play my guitar,[u'dr miller is consistently helpful to patients and colleagues he has an excellent fund of medical knowledge and his answers are alway clear  concise and helpful we are fortunate to have him as part of the health tap community'  u'i recommend dr miller  very dedicated and great doctor he provides very good care to his patients and offers useful and assertive answers to their questions caring and thoughtful'  u'i would like to welcome dr miller to healthtap  he is providing an excellent service to the public through the informative and spot on responses he gives i endorse dr miller'  u'dr miller cares deeply for his patients he is current in his knowledge and skills  and reads voraciously on new medical research i recommend his advice without reservation!'  u'dr philip miller is an excellent physician very knowledgeable passionate and on the top of his field he is a great value to the peolpe of  fl and to the family of health tap'  u'dr miller is well connected to the world of medicine  sharing his advice and expertise to benefit others in need i highly recommend him\r\n\r\ndr jeffrey bassman'],73,family medicine,"4,385",[u'throat pain'  u'sore throat'  u'palate'],hi  i've got a few red prickly spots on my soft palate and a mild sore throat over the last 2 days a similar thing occurred a few months ago ?
possibly why don't you go to urgent care and they will tell you whats happening,1964148,0,1450194,12754683,"1,163",university of pittsburgh school of medicine  pa,48years,"[11195338, 11050720, 10053027, 10014219, 11089577, 12543253, 11045923, 11375063, 11198192, 10010580, 12754694, 11194676, 10040350, 10011998, 10011913, 12764836, 11183952, 10015057, 11144895, 12763938]","1,678,180",[u'diabetes drug'  u'patient communication'  u'internal medicine'],i am from pittsburgh pa where i graduated from medical school i moved to miami fl  and raised a family and practiced medicine i now teach at the university of miami miller school of medicinei am a veteran i have practiced internal medicine  addiction medicine  and endocrinology (diabetes)i am now a voluntary associate professor of medicine at the university,[u'great doctor consistently gives thoughtful  insightful and expert advice'],4,internal medicine,613,[u'yeast infection'  u'yeast'  u'plaque'  u'candida'],i used to have sick white discharge from my vagina white plaquesnow there's also white liquidreally itches me and my anusis this yeast infection?
recommend seeing md all your symptoms could be related to stress  like you suggested  but it would still be wise to rule out other causes  especially if you haven't had any lab work lately it's always better to be safe than sorry would be good to discuss different choices for contraception too in order to reduce risk of unplanned pregnancy,1968383,0,1452224,10002874,"2,065",university of nebraska college of medicine  ne,29years,"[10003512, 11827603, 10049991, 10530715, 12770019, 10011998, 10049933, 10014033, 10003218, 10038577, 11387377, 10054675, 12363070, 12743300, 12716366, 10007201, 10057039, 10002956, 12684797, 10532317]","1,659,205",[u'joints'  u'sports medicine'  u'travel medicine'  u'coping with disasters'  u'disaster preparation and recovery'],family and sports medicine physician member of american academy of family physicians  american college of sports medicine and the association of ringside physicians my hobbies/interests include mixed martial arts  jiu jitsu  and photography i have worked as a ringside physician for strikeforce  king of the cage  and the ufc i am also experienced in international medicine/travel and disaster relief with over 50 missions overseas doing relief work throughout africa and asia  humanitarian relief after the rwandan  kosovo  sudanese and afghan wars  and disaster relief after the 2004 indian ocean tsunami  and typhoon haiyan in 2013,[ui am impressed with dr okamoto's vast knowledge of the various martial arts and the answers he gives multiple patients concerning the same  he also has a great fund of knowledge that sets family practitioners apart as they treat the entire spectrum of human disease  u'dr okamoto has a broad range of knowledge and is able to translate that into specific  helpful advice to patients highly recommended'  u'very accurate and timely responses'  u'great answers! thank you!'],17,family medicine,727,[u'urinary tract infections'  u'back pain'  u'stress headache'  u'stress'  u'headache'  u'abdominal bloating'  u'nausea'  u'lethargy'  u'pain in the back'  u'tension headache'],little precum dried on finger 5-10 minutes outside period week after  bloating  lower back pain  fatigue  tension headache  nausea  uti/stress/preg?
chest wall pain it is not uncommon to develop chest wall pain after bronchitis due to inflammation an anti-inflammatory and dextromethorphan may help if symptoms persist  see your physician,1974816,0,1456111,12771168,592,medical college of wisconsin  wi,24years,"[11060227, 25835273, 11912625, 12763938, 11194676, 10072614, 12770740, 10013880, 12331700, 12762799, 12733236, 12757324, 12743272, 20548585, 10004730, 11191951, 12670752, 10005191, 11197379, 7555627]","253,221",[u'allergies'  u'tonsillitis'  u'sleep apnea'  u'chronic sinusitis'  u'skin cancer'],dr cunning has practiced in lake havasu city since 1999 he attended the university of california  santa barbara  graduating magna cum laude in biology after receiving his doctor of medicine degree from the medical college of wisconsin he completed his internship in general surgery at the naval hospital san diego dr cunning served onboard the aircraft carrier uss kitty hawk (cv-63) as the general medical officer for two years with travel to japan  korea  and hong kong after further specialty training in buffalo  new york  dr cunning completed his residency in otolaryngology / head & neck surgery at the university of pennsylvania in philadelphia dr cunning is dual board certified in otolaryngology / head & neck surgery and sleep medicine he has attained fellow status in allergy after completing advanced training through the american academy of otolaryngic allergy he is also a fellow of the american college of surgeons (facs) dr cunning is a member of the american academy of sleep medicine  the association of american physicians and surgeons  and american academy of otolaryngology / head & neck surgery he has served as the chief of surgery and joint venture board member at havasu regional medical center and chief of staff at havasu surgery center personally  dr cunning has served as a member of london bridge rotary club and a board member of the lake havasu chamber of commerce he is active in sports and is a private pilot he is married to erin cunning  who works as the office manager at arizona coast ear  nose  throat & allergy and has served as a board member of the havasu community health trust they have four children who are active in athletics  music  dance and theater,[ui would recommend dr cunning to everyone! he is an amazing physician who is great with all of his patients he is beyond knowledgeable and he goes out of his way for his patients he is a  surgeon who does not push surgery unless it's truly needed  u'dr cunning is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr cunning is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],2,ent and head and neck surgery,172,[u'bronchitis'  u'asthma'  u'mucinex'  u'pulling out eyebrows'],i had a cold two weeks ago  developed into bronchitis been taking mucinex to help history of asthma having pain mid chest between breasts concerning?
advise exam start neosporin ointment asap  then get checked by your physician- you may need oral antibiotics,1980327,0,1460153,12423832,"11,665",autonomous university of guadalajara faculty of medicine  mexico,42years,"[10000408, 10013299, 12543253, 12770019, 11061343, 10014642, 10011998, 11208135, 11109271, 10005209, 12653404, 10074501, 11195338, 12735463, 20596297, 12790320, 10053027, 12653432, 10005184, 12708459]","18,096,298",[u'dizziness'  u'back pain'  u'allergies'  u'blistering'  u'diabetes type 2'  u'depression'  u'amoxil'  u'anxiety disorder'  u'asthma'  u'streptococcal infection'  u'aerobic exercise'  u'depression in adults'  u'telemedicine'  u'essential hypertension'  u'primary care facilities'],i enjoy travel  sports  excercise leisure reading and learning to play my guitar,[u'dr miller is consistently helpful to patients and colleagues he has an excellent fund of medical knowledge and his answers are alway clear  concise and helpful we are fortunate to have him as part of the health tap community'  u'i recommend dr miller  very dedicated and great doctor he provides very good care to his patients and offers useful and assertive answers to their questions caring and thoughtful'  u'i would like to welcome dr miller to healthtap  he is providing an excellent service to the public through the informative and spot on responses he gives i endorse dr miller'  u'dr miller cares deeply for his patients he is current in his knowledge and skills  and reads voraciously on new medical research i recommend his advice without reservation!'  u'dr philip miller is an excellent physician very knowledgeable passionate and on the top of his field he is a great value to the peolpe of  fl and to the family of health tap'  u'dr miller is well connected to the world of medicine  sharing his advice and expertise to benefit others in need i highly recommend him\r\n\r\ndr jeffrey bassman'],73,family medicine,"4,385",[u'itchy rash'],got bit by tiger mosquito  getting infected dark red itchy bumps around it it was a week ago i got bit dont scratch at it what to use to clear it?
see below hi put neosporin ointment on the area that looks infected and calamine lotion on the red bumps when the mosquito bites you and sucks blood it injects saliva which causes this immune responseif the itchiness becomes worse take otc antihistamine such as claritinif fever develops see a doctortime will be the best healer for this:a few daysinsect repellant on your skin next time!,1980344,0,1460153,12743272,"2,701",alexandria univ university of alexandria faculty of medicine  egypt,48years,"[10027677, 12770019, 10013897, 12653404, 10011913, 12448499, 11195338, 11365213, 10005507, 12754694, 11395347, 10000610, 12737568, 10000361, 10011998, 12756606, 11158724, 11183703, 11208135, 10000414]","1,490,987",[u'surgery'  u'kidney stones'  u'cancer'  u'bph'  u'nephrolithiasis'  u'enlarged prostate'  u'urinary bleeding'  u'blood in urine'  u'male health'  u'benign prostatic hyperplasia'  u'prostate cancer'  u'circumcision'  u'urinary retention'  u'taking antibiotics'],after my medical degree from the faculty of medicine alexandria university in alexandria egypt in 1968 i did my internship at the university medical center at princeton nj(1969-1970) i then did a year of general surgery residency at the university of medicine and dentistry of new jersey at newark nj(1970-1971) this was followed by my 3 years of urology residency at the geisinger medical center in danville pa(1971-1974) i then practiced urology for 31 years in palatka fl where i was on the staff of putnam community medical center i am now an honorary staff member,[udr michaels is a very experienced and knowledgeable colleague i know that his answers are thoughtful and useful not only to the patients here on healthtap  but to generalists such as myself who wish to lean more about urology  surgery and medical practice clearly i respect  dr micheals' opinion and recommend him highly  u'i fully recommend dr michaels to anyone needing his help as he seems to care deeply about his field of urology great physician and colleague and asset to the community at healthtap!'  u'i endorse dr michaels dr michaels is an extremely knowledgeable urologist who willingly  provides healthcare information to the public'  u'dr michaels gives helpful   caring  and thoughtful answers i highly recommend him  and thank him for being my colleague on health tap'  udr michaels is truly a wonderful and compassionate doctor it's an honor and privilege to be in his network of physicians  u'anybody who takes the their personal time to answer questions for patients is fine by me'],9,urology,411,[u'itchy rash'],got bit by tiger mosquito  getting infected dark red itchy bumps around it it was a week ago i got bit dont scratch at it what to use to clear it?
neosporin  bandaid if it itches  otc antihistamines may help if it is infected  a topical antibiotic such as neosporin will help keep it covered to protect the area from scratching it should resolve all by itself,1980328,0,1460153,12648834,"1,020",wayne state university school of medicine  mi,,"[10538896, 11125605, 12754694, 12777891, 11195338, 11996614, 12423832, 12708434, 12666211, 12756606, 12499767, 12611546, 11043668, 12474082, 10532956, 10009424, 12647755, 12684851, 11168702, 11203712]","1,246,519",nan,board certified in internal medicine and nephrology,[u'dr shapiro is a role model for us all!  smart  respectful  and supportive  cloning him would be a benefit to mankind!'],6,internal medicine,529,[u'itchy rash'],got bit by tiger mosquito  getting infected dark red itchy bumps around it it was a week ago i got bit dont scratch at it what to use to clear it?
very doubtful the detergent is very unlikely the cause keep yourself meticulously clean and if problems persist a doctor can look for infection rarely recurrent problems might be addressed with a circumcision,1983999,0,1462831,12730650,309,,,"[7197222, 7116732]","638,968",nan,,[u'dr everett is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr everett is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],4,family medicine,320,[u'urinary tract infections'  u'std'  u'sexually transmitted infections'  u'sexually transmitted diseases'],burning around penis foreskin and tip of penis no std or uti i think it started when i switched to a new laundry detergent not sure though ?
yes depending on your symptoms yes it could be related,2096180,0,1464136,12647627,706,new york medical college  ny,30years,"[12593954, 12647755, 11045955, 10537156, 11202441, 7607740, 7372296, 7404916, 7035842, 7780868, 7798068, 7589591, 7766901, 7054214, 7168076, 7560720, 7348748, 7536904, 7190826, 11188520]","295,820",[u'anesthesia'  u'cardiac bypass'],,[u'dr pollizzi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr pollizzi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],2,anesthesiology,59,[u'knee pain'  u'pain management'  u'cartilage'],i have bad knee pain  doctor said it might be my meniscus and said it might be the cartilage does that seem right?
of course not! if it did  there would be no adult males with any hair! don't believe everything you hear from friends or read on the internet -- almost none of it is true,1987636,0,1464883,10011998,"11,013",washington university school of medicine  mo,36years,"[7569692, 7553169, 10005868, 10011107, 10038868, 11193644, 10073610, 10038551, 11387377, 10530701, 10003512, 10013996, 10005496, 7430770, 10056744, 10000610, 10070856, 11092579, 11374101, 10014724]","38,376,294",[u'male health'  u'diabetes'  u'losing weight'  u'diabetes type 2'  u'polycystic ovarian syndrome'  u'testosterone'  u'testoderm'  u'androderm'  u'glucose'  u'inflammation of the thyroid'  u'thyroxine'  u'vitamin d'  u'antithyroid medication'  u'underactive thyroid'  u'insulin'  u'metformin'  u'hypoglycemia'  u'thyroid nodules'  u'thyroid cancer'  u'thyroid diseases'],stanford university dean's list graduate in biologymedical school at washington university school of medicineinternship and residency in internal medicine at ucla medical centerfellowship in endocrinology & metabolism at washington university school of medicineassociate clinical professor of medicine at university of missouri  kansas city school of medicineprivate practice in diabetes  endocrinology & metabolism,[udr sneid's presence is so important on healthtap  as there are many endocrine related disorders discussed he's an expert providing relevant  and timely answers to an audience (patients)  who needs his help  and recommendations his advice has been accurate  concise  and helpful  u'dr david sneid is an excellent endocrinologist and clinician his responses are detailed and brimming with medical knowledge across multiple specialties dr sneid is also kind and caring i am happy to  have him as my colleague on healthtap!'  u'dr sneid has consistently shown thoughtful and useful advise to patients in his interactions he is an expert in his field i highly recommend him for your health care needs !'  u'dr sneid provides an excellent service to the public through health  tap his responses have just  the right degree of humor  accuracy and information  i recommend dr sneid'  u'very knowledgeable physician with a terrific  direct and down to earth approach to patient concerns  honored to work with him here at healthtap!'  u'excellent answers to difficult questions that provide understanding for the patients and for the physicians outside this area of practice'],97,endocrinology,"5,004",[u'baldness'  u'hair loss'  u'dihydrotachysterol'  u'dht'  u'masturbation'],does masturbating cause permanent hair loss or raise dht causing one to lose hair permanently?
possibly the two most common organisms causing cellulitis are bacteria called staph and strep,1298182,1,14651,11905398,"1,277",the university of louisville,30years,"[11755506, 10009095, 11144895, 10014033, 12647808, 11146675, 10011426, 11520083, 12346026, 10050210, 11194147, 12448471, 12378450, 12785868]","970,132",nan,,[u'dr dorsey is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr dorsey is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],,wound care,244,[u'staph infection'  u'fungal infection'  u'mrsa'  u'staphylococcal infection'  u'streptococcal infection'  u'methicillin'  u'bacteria'  u'cellulitis'],is cellulitis a staph infection?
