answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
see md sleep apnea need evalu  dont pay attent neurotransmitt issu ,1296601,0,906769,10038570,"10,870",univers wisconsin school medicin public health  wi,22years,"[7553169, 11080084, 10013908, 10038868, 10538896, 10056546, 11193644, 10073610, 11387377, 11089577, 10003512, 10005496, 10056744, 10070856, 11374101, 10014724, 10002907, 10040183, 11079326, 10057041]","22,357,255",fibromyalgia  anesthesia  backach  neuropathi  chronic pain  back pain  addict  neck pain  sciatica  spinal stenosi  nucynta er  diagnost procedur nerv  diagnost procedur spine,dr  rosenfeld 1994 graduat univers wisconsin medic school  board certifi anesthesiolog complet train new orlean  louisiana alton ochsner medic foundat  advanc train intervent pain manag wellpublish field anesthesiolog pain manag  member american societi anesthesiologist  american academi pain medicin  american societi intervent pain physician  dr  rosenfeld move atlanta 2010 serv chief anesthesiolog director center pain manag oktibbeha counti hospit starkvill  ms  previous  dr  rosenfeld privat practic new orlean along serv faculti tulan univers medic center ,rome  roman pain   georgian  see dr  rosenfeld  expertis diagnosi treatment acut chronic pain condit neck back pain sought   strong recommend dr  rosenfeld reserv base knowledg forum   recommend doctor   insight learn someth new answer  excel doctori wish closer patient   enjoy learn  partner premier pain group atlanta   take good care patient   fantast physician care answer,36.0,pain manag,"4,559",headach  migrain headach  sleep apnea  migrain  apnea  sleep,everi morn wake migrain seem like   headach almost 45xweek sleep apnea
herniat disc sever debilit pain  pleas see neurosurgeon spine orthopedist  discuss differ option includ laser surgeri  wish pain free health ,1299616,0,908267,12320252,"1,169",american univers caribbean  st  maarten,33years,"[10005831, 10052353, 10014344, 11083895, 10056780, 10014887, 10057039, 11188319, 11202683, 10023207, 11520083, 12515014, 12429479, 11067968, 11913794, 11927882, 12330544, 7498263, 7756047, 9070177]","875,062",cough  child health,board certifi intern medicin fellow american colleg physician assist professor clinic medicin new york medic colleg  n   senior attend phelp memori hospit solo practic  like read  garden   walk  internet surf ,realli realli thank dr  hashmat rajput ur satisfi answer help  confus  thank u much  god bless u  dr  rajput amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  rajput amaz doctor #nationaldoctorsday2015 #virtualflower1  thank dr rajput,8.0,intern medicin,529,rufen  pain medicin  orthoped surgeri  nuprin  naproxen  naprosyn  naprelan  motrin  memori  ibuprofen,bulg l45 l5s1 sever pain hip lower leg 
orthopedist must see specialist right away  whomev diagnos spinal bulg refer ,1299605,0,908267,11199325,"1,118",john hopkin univers school medicin,25years,"[12838194, 7553169, 10005868, 11387377, 10530701, 10005496, 10000610, 10057041, 10000041, 11682263, 11195338, 10005085, 10523999, 10052353, 10005209, 10010426, 10038441, 10052978, 10004095, 10014088]","950,028",nan,train harvard medic school john hopkin  spent mani year work develop countri privat practic florida four year univers miami director execut medicin intern health  thrill back privat practic spend time patient famili ,strong recommend dr geari  great pediatrician  answer  question ver help   talent physician,2.0,pediatr,428,rufen  pain medicin  orthoped surgeri  nuprin  naproxen  naprosyn  naprelan  motrin  memori  ibuprofen,bulg l45 l5s1 sever pain hip lower leg 
nose trauma may well broken  sooner check   easier set disloc  otherwis crook need surg  yore cosmet self conscious ,148824,2,90888,10055021,128,hofstra univers north shore lij school medicin  ia,56years,"[10049935, 10014592, 10027730, 10049991, 10003218, 10055021, 11168866]","30,516",narcolepsi,nan,dr  granowicz amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  granowicz amaz doctor #nationaldoctorsday2015 #virtualflower1,,famili medicin,44,disloc  cartilag  oxymetazolin  acetaminophen  non steroid anti inflammatori drug  sleep,okay yesterday went kiss bf sleep wokeup head hit nose made loudcrack bump tender pressur
heart stomach  import rule atherosclerot heart diseas  tryptan class medic use treat migrain caus coronari vasospasm chest pain especi patient coronari arteri diseas prinzmet angina  also use lot nsaid class drug ibuprofen  caus gastriti ulcer masquerad chest pain  pleas talk doctor soon ,150290,2,91071,10058073,"2,813",bangalor univers  bangalor medic colleg  india,26years,"[10010345, 10049933, 10027730, 10058367, 10004464, 10003218, 11079326, 10052978, 10014592, 10053027, 10005496, 11196657, 10040414, 10056780, 11048549, 10014344, 10014299, 10057041, 10056456, 10013299]","1,125,685",congest heart failur  coronari arteri diseas  valvular heart diseas,prevent cardiolog passion  also relish challeng diagnos treat heart diseas  although heart diseas focus  also maintain certif intern medicin help see thing broader sens make better diagnostician  extens train experi cardiovascular diseas congest heart failur  addit  skill set includ cardiac catheter  perman pacemak implant devic manag expertis array non invas imag includ transesophag transthorac echocardiographi  nuclear cardiolog cardiac ct help effort  make ongo effort keep constant evolv field cardiolog bring date evid base manag patient  hear patient say feel better least part effort bring great satisfact  alway thank trust opportun give part well ,thank,5.0,cardiolog,729,chest pain  headach  high blood pressur  migrain headach  migrain  chest pressur  chest tight  angina  smoke  ct scan,ive constant migrain headach 6 year doctor dont know late get migrain get reali bad chest pain 
caviti alway 1st import get caviti treat soon possibl wisdom teeth remov  howev  infect wisdom tooth serious first line treatment,2216588,1,911558,12515014,"34,173",ucla school dentistri  ca,31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936",tmj syndrom  sleep apnea  facial pain  trigemin neuralgia  headach disord,dr  paul grin accumul extens knowledg experi throughout 30 year practic manag complic case  board certifi orofaci pain doctor  fellow american academi orofaci pain  hold master   degre public health ,grate dr grin educ  us healthtap pain manag   moreov  grate open effect psychotherapi  encount mani pain practition devalu therapi unneed  medic solv everyth  dr  grin  reliev forward think  collabor  great guy  excel physician  wonder colleagu around genius area pain well surpris rang area   learn everi day recommend daughter read inform help sort tmj   hesit tackl question return clear explan complex issu season true compass   dr  grin wonder colleagu physician  knowledg multipl area scope pain manag  genuin compass evid way care patient  communiti physician healthtap well  lucki share wisdom us  endors dr  grin  provid excel servic public healthtap  medic inform  dr grin provid accur  understand  dr  grin clear knowledg pain manag medicin general   read dr  grin respons impress lucid explan issu difficult explain nonmed personnel  thorough  concis  provid excel advic   high endors dr  paul grin healthtap healthtap prime expert  commentari clinic insight astut educ patient physician  asset communiti ,79.0,pain manag,"5,306",cari  tooth decay  tooth extract  dental cari  wisdom teeth,get done first  caviti fill wisdom teeth pull
caviti fill 1st sound like activ decay  dal first  get fill done  proceed evalu wisdom teeth ,1306831,0,911558,11186011,672,creighton univers school dentistri,30years,"[11125605, 11183952, 11208135, 11159654, 11950832, 11573975, 11446948, 11445568, 11186011, 11503678, 11185472, 12717387, 10003111, 11373619, 12429479, 10542247, 11359806, 12242507, 12440126, 11463011]","680,767",cari  orthodont  dental cari  tmj syndrom  dental health  dental care  orthodont retain  crowd teeth  dental pain  anesthesia  teeth clean  dental fill  teeth brush  dental implant  dental plaqu  mouth brace  dental sealant  dental brace  dental anxieti  dental clean,privileg practic orthodont sinc 1989  orthodontist practic full face  most nonextract treatment children adult  practic focus provid right treatment patient goal  offer invisalign  insignia custom brace  damon brace  acceled cut treatment time adult patient 50%  offer host intercept treatment younger patient shorten treatment time minim remov perman teeth ,great orthodontist,,orthodont,238,cari  tooth decay  tooth extract  dental cari  wisdom teeth,get done first  caviti fill wisdom teeth pull
depend depend size caviti wisdom teeth need pull  usual make recommend patient let decid need first  caviti close nerv  get fill done caviti reach nerv   yoll pay root canal ,1300619,0,911558,12382971,348,meharri medic colleg school medicin  tn,12years,"[10014627, 10007901, 11850852, 11434050, 10525327, 11069843, 10005247, 11829214, 12382971, 10011474]","198,326",cosmet dentistri  periodont  obstruct sleep apnea  dental implant  crown,general dentist neglect came dental care person life  taught communic authent describ condit treatment solut  also big propon educ  like reward patient ,dr  cho amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  cho amaz doctor #nationaldoctorsday2015 #virtualflower1,,dentistri,88,cari  tooth decay  tooth extract  dental cari  wisdom teeth,get done first  caviti fill wisdom teeth pull
need eval mani type common migrain present differ form  howev neck ear pain  need eval doctor like scan head havent one  would eval tumor aneurysm abnorm less like ,1306858,1,917288,11044286,956,morehous school medicin  ga,15years,"[10530701, 10056744, 10005209, 10071091, 11374101, 10000414, 10000070, 10056546, 11196657, 11499250, 10005107, 10013875, 11996614, 11045923, 11387377, 10050211, 10075023, 10532317, 11144895, 10004054]","1,038,243",diabet  std prevent  women health  hyperlipidemia,medic train morehous school medicin  resid mayo clinic  complet minifellowship harvard aid institut  board certifi famili medicin  vote one jacksonvill top doc last 3 public patient choic award x 6yr   compassion doctor award 2011 2012  also vote woman influenc 2013 jacksonvill busi journal receiv communiti servic award duval counti medic societi 2013  medic director care jacksonvill umbrella organ free clinic jacksonvill  also coowner platinum cutt unlimit barbershop salon along husband mr  lamont foy ,knowledg care  could ask,9.0,famili medicin,694,earach  headach  stress  neck pain  sinus  malocclus  angiiti  neuriti  hypersensit  tmj syndrom,ive deal strang headach year  pain top around head  also ear well neck pain 
see dentist asap bioten ideal caus abscess determin self help remedi  could gum abscess rot tooth  abscess mean infect treat asap prevent possibl complic,2204028,2,920932,11746372,19,nova southeastern univers colleg osteopath medicin  fl,13years,,"10,184",nan,nan,dr  dalal amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  dalal amaz doctor #nationaldoctorsday2015 #virtualflower1,,periodont,11,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
see dentist asap tooth abscess wont go away without treatment infect may spread jaw  cheek  sinus area head neck  dentist treat tooth abscess treat caus get rid infect  see dentist asap ,2173566,1,920932,12515014,"34,173",ucla school dentistri  ca,31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936",tmj syndrom  sleep apnea  facial pain  trigemin neuralgia  headach disord,dr  paul grin accumul extens knowledg experi throughout 30 year practic manag complic case  board certifi orofaci pain doctor  fellow american academi orofaci pain  hold master   degre public health ,grate dr grin educ  us healthtap pain manag   moreov  grate open effect psychotherapi  encount mani pain practition devalu therapi unneed  medic solv everyth  dr  grin  reliev forward think  collabor  great guy  excel physician  wonder colleagu around genius area pain well surpris rang area   learn everi day recommend daughter read inform help sort tmj   hesit tackl question return clear explan complex issu season true compass   dr  grin wonder colleagu physician  knowledg multipl area scope pain manag  genuin compass evid way care patient  communiti physician healthtap well  lucki share wisdom us  endors dr  grin  provid excel servic public healthtap  medic inform  dr grin provid accur  understand  dr  grin clear knowledg pain manag medicin general   read dr  grin respons impress lucid explan issu difficult explain nonmed personnel  thorough  concis  provid excel advic   high endors dr  paul grin healthtap healthtap prime expert  commentari clinic insight astut educ patient physician  asset communiti ,79.0,pain manag,"5,306",abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
better choic antibacteri rins listerin crest prohealth would better  also altern warm salt water rins 1\2 teaspoon salt glass warm water  call dentist see he\sh prescrib antibiot  even appoint ,1316731,0,920932,11183952,"17,424",new york univers colleg dentistri citi univers new york  brooklyn colleg,49years,"[11080084, 10019047, 12111326, 11946103, 11447928, 11050720, 10073610, 10014830, 12770019, 11387377, 12653404, 11089577, 11204938, 10004464, 10005496, 10526410, 10530715, 10014344, 10532678, 11682263]","33,668,915",dentistri  dental health  dental care  child health  dental implant  gum diseas  cosmet dentistri  manag teeth,biggest pleasur offic fun young patient special relationship ive form mani long time patient  convert patient fear sens comfort trust close second  final  see dentistri hold decad one greatest reward  gain respect trust patient colleagu alik  tell ive proven expertis person profession ,endors dentist  privileg pleasur know dr  sandler close 20 year  experi work alway posit  patient feedback alway except patient expect met exceed  kind  care compassion man seek perfect work  dr  sandler constant educ newest knowledg techniqu field   follow dr  sandler comment patient practition alik sever month  answer patient care  thorough  obvious fulli research  advic praction spot ona trust erudit member dental communiti  privileg includ network health care provid resourc   dr  sandler provid excel advic patient peer  advic consist high standard care  answer question site well thought consist kind care expect true dental profession  pleasur endors   dr  sandler one kind profession unfortun sometim hard find   expertis profession outstand seem follow heart compass patient   proud met dr  sandler recommend enough   impress dr  sandler profession   respond care passion often goe beyond call duti provid use inform answer   consid patient lucki dentist endors without reserv   know dr  sandler avvo communiti experienc commit patient dentistri  rare find someon make activ effort improv field confid dr  sandler disappoint ,44.0,dentistri,"5,625",abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
ok best use warm salt water soak rins milk area keep drainag go  dentist help  get asap  good luck ,2173435,0,920932,11184250,"5,515",univers maryland  baltimor colleg dental surgeri,36years,"[11080084, 10056546, 11387377, 10002907, 11125605, 11146675, 10004464, 7742792, 10007158, 11447928, 11045923, 10056456, 10014428, 12708459, 11125645, 10040350, 11369163, 11183952, 10056780, 12355789]","3,932,137",fals teeth  dental implant  sleep  dental health  oral surgeri  stress less  abscess  dental care  dental fill  bone loss  ulcer  miss teeth  oral maxillofaci surgeri  diagnost servic,specialist reconstruct replac miss teeth  fulltim practic delawar pennsylvania  prosthodontist design dental implant center  full mouth extract immedi implant placement placement temporari fix teeth day  life chang treatment  also  certifi usat level triathlon coach  retir u  navi dentist 35 year servic  taught dental school templ  penn  southern illinoi univers  enjoy teach  coach  carpentri  read  compet triathlon marathon event  famili  believ alway help one anoth  whether simpl hold door someon  provid counsel advic ,commend dr  thaler consist inform  point articul answer   obvious practic qualiti dentistri care well patient   dr  thaler among best prosthodontist know   wish closer area practic   trust dr  thaler get optimum result even difficult case   endors dentist  dr thaler instructor mine templ dental school often saught help guidanc   endors dentist    dr thaler skill knowledg practicion   dr  john whytosek  endors dentist   endors dentist ,10.0,prosthodont,"2,468",abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
bioten usual use dri mouth  wouldnt use  simpl warm salt water rins would suffic refresh mouth ,1316804,0,920932,12324450,"2,061",georgetown univers school dentistri,30years,"[11125605, 12543253, 11083895, 11183703, 11387377, 10014299, 11499112, 10072614, 25826657, 10038721, 10023207, 12515014, 11360497, 12292890, 12281633, 12647755, 10530724, 12730536, 10004549, 12363399]","1,587,094",root canal  dri mouth  cosmet dentistri  esthet dentistri  emerg dentistri  crowd teeth,like read  golf  boat  woodwork  go movi  run 5ks  far want run would like go space one day ,help answer  right point nice done   great doc,6.0,cosmet dentistri,345,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
move appoint would call dentist move appoint  perhap  patient record  appropri antibiot prescrib  feel rins would effect abscess ,2204092,0,920932,11499112,"2,091",nyu,33years,"[11827603, 11946059, 11889558, 11946103, 11089577, 10003048, 12543253, 12770019, 11061343, 10038868, 10011998, 11503571, 11109271, 12653404, 10014724, 10019047, 11183703, 12631734, 12735463, 11183952]","499,660",root canal  tooth pain  tmj syndrom  dentistri  cari  dental cari  dental care  dental health  inflamm gum  earach  numb  gum diseas  roentgen ray  ent head neck surgeri  cosmet  crowd teeth  throat pain  sore throat  emerg dentistri  dental bite disturb,nan,great doctor  consist give thought  insight expert advic   insight respons address patient concern clear  great doc  thank much sevic  keep great job  dr rosenblatt top doctor asset healthtap  excel dentist  would recommend high ,4.0,dentistri,188,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
bioten biotin harm usual recommend dri mouth  tri mild salt water rins see dentist,2138705,0,920932,11060224,"1,116",univers pittsburgh school dental medicin,20years,"[11080084, 10538896, 10530701, 11089577, 10002907, 11079326, 11109271, 11083895, 11183952, 10004464, 10000059, 10070348, 10055089, 10014299, 11126794, 11183703, 10007158, 10025116, 10049933, 10057039]","508,582",cosmet dentistri  dental implant  dental bridg  dentistri  ulcer  teeth  cosmet,1997  receiv bachelor degre medic technolog  graduat school dental medicin 1992  attendedon year general practic resid veteran hospit pittsburgh three year resid  1996  receiv certif prosthodont pittsburgh school dental medicin  privat practic pittsburgh  pennsylvaniaand serv clinic assist professor depart prosthodont pittsburghdent school ,knowledg    quick respond patient   great doctor follow   precis  accur respons  impress inde   great doc,2.0,dentistri,265,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
use salt water best use warm salt water dental infect avoid store product ,1863157,0,920932,11186898,282,templ univers mauric h  kornberg school dentistri lasall univers,,"[10002907, 11159654, 11183952, 11499112, 11573975, 10531157, 11198752, 12429479, 11574256, 10064401, 12425262, 11186811, 12582025, 11187083, 10532936, 11185841, 11186666]","170,067",teeth whiten,dentist sinc 1976 still passion love profess long health good would like continu work ,pleasur see care provid dr  capista involv cotreat  cosmet result beauti   patient continu happi expertis   pleas endors dentist   dr  capista outstand dentist demonstr except care talent mutual case share togeth   endors dentist   dr capista graet dentsist look case comprehens ensur except result   endors dentist excel dentist great reput communiti  great doctor  consist give thought  insight expert advic   endors dentist ,,cosmet dentistri,66,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
yes shouldnt issu bioten washbut area get irrit  discontinu use ,1378296,0,920932,11186215,427,oregon health  scienc univers school dentistri,13years,"[11183687, 11159654, 11109271, 12346026, 11913833, 11187228, 12428317, 11183928, 10050210, 11453612, 35721737, 11186215, 11153658, 11186642, 12280943, 11184841, 12291489, 10532696, 12425706]","187,838",dental care  dental health  cosmet dentistri  dental implant  esthet dentistri  sedat dentistri,oregon health  scienc univers school dentistri doctor dental medicin brigham young univers bachelor scienc whitecap institut dental implantolog residencywhitecap institut implantolog advanc residencyaft earn bachelor degre brigham young univers 1998  dr  anderson receiv doctor oregon health scienc univers 2002  member whitecap institut dental implantolog frequent lectur whitecap institut  also lectur numer continu educ class around countri member american academi implant dentistri  intern congress oral implantologist  american academi costmet dentistri  academi general dentistri  american dental associ  utah dental associ  academi lds dentist  golden key nation honor societi  phi kappa phi honor societi  beta gamma sigma honor societi  high school class valedictorian 1991 wife marri 15 year six children  love spend time famili  avid colleg footbal sport fan  enjoy creat  read  travel  electron  movi theater popcorn  easi talk strive make life easier enjoy everyon meet  certain appreci respect empathet  detail oreint  knowledg  compassion natur practic dentistri dr  anderson practic syracus roy locat ,great doctor  consist give thought  insight expert advic ,,dentistri,73,abscess  tooth abscess  dental abscess  dentistri  sodium  dental health  wash  dental care,front tooth abscess drain bioten wash ok use anyth elsewait go dentist 
mayb embol consider set symptom fair sudden onset would pulmonari embol  chest ct angiogram would diagnos  normal  could consid echocardiogram evalu heart structur function estim pressur lung blood vessel ,1322371,0,926668,11089726,"1,912",nan,16years,"[11079326, 11682263, 12737571, 12754694, 10000408, 11196657, 11188319, 10014642, 10004464, 10014830, 10002907, 10014344, 11048549, 10007201, 10014299, 10010580, 11144895, 11202683, 10075023, 12653432]","1,397,946",angina  chest pain  hypertens  exercis  heart attack  abnorm blood pressur  heart failur  cardiolog  heart palpit  heart problem  echocardiogram  cardiac echo  heart diseas  prevent medicin  diagnost procedur heart  nuclear scan,dr  rand board certif cardiolog  nuclear cardiolog  echocardiographi  cardiac ct tomographi  intern medicin  addit met criteria elect peer fellow status american colleg cardiolog facc  american colleg physician facp  american societi echocardiogaphi fase  american societi nuclear cardiolog fasnc  advanc level 3 echocardiograph  experi includ serv faculti train cardiologist  intern medicin physician  medic student ,great answer   intellig  respect expert   high recommend ,9.0,cardiolog,816,chest pain  palpit  chest tight  chest pressur  angina  complet blood count  electrocardiogram  cbc  xray chest,19 year old 54 tall  seven stone  chest pain  fast heartbeat  short breath evenwhil eat talk palpit  ive ecg  cbc  chest xray could find noth 
littl pain littl pain ,154106,0,92818,10009533,625,nan,,"[10014299, 12743300, 11187821]","303,816",middl ear infect  sleep apnea,nan,dr  peralta amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  peralta amaz doctor #nationaldoctorsday2015 #virtualflower1,,famili medicin,92,needl biopsi  biopsi  breast biopsi  breast needl biopsi  ultrasound guid needl core biopsi breast,littl pain needl breast biopsi
associ associ exact causat  sleep autonom nervous system close relat anatom  physiolog  neurochem point view larg number neurolog general medic disord diabet  cardiovascular diseas  neurodegen diseas associ autonom failur sleep disord ,1326967,1,930247,12384496,"9,431",univers michigan medic school  mi,22years,"[11079326, 10070350, 10001484, 11682263, 10052353, 10006323, 10005811, 11387377, 10055439, 10071091, 10014064, 11126794, 10002907, 12743300, 10055089, 10014285, 10027730, 10004448, 10538896, 10005209]","4,335,510",ophthalmolog  vision  diabet retinopathi  diabet type 2  diabet eye problem  intern medicin  healthi eat  stress less  cataract surgeri  low salt diet  glaucoma  lasik  travel medicin  vitamin supplement  healthi vegetarian diet  vegetarian diet,graduat univ michigan medic school  ophthalmolog resid nation eye center   washington hospit center  board certifi  fellowship train refract surgeri advanc cataract surgeri  solo practic ophthalmolog  adjunct clinic professor ophthalmolog  william carey univers ,dr  peltan outstand ophthalmologist  care physician will help other valu  clear base high regard patient colleagu alik  one healthtap greatest asset  im happi recommend lead physician ophthalmolog  compassion human   like  admir dr  peltan stock passion  compass  wealth specialti knowledg  keen instinct deduc use solut  meaning insight beyond avail fact     recommend without reserv anyon need specialti care servic      jame chinti lin    doctor ophthalmologist famili need know  doctor doctor  knowledg commit serv patient provid use inform help make inform decis various treatment avail today   dr  peltan outstand leader  doctor health tap besid ophthalmologist  also well vers  knowledg mani area medicin  provid compassion  help answer question ask patient  glad endors fulli  dr  harold peltan knowledg  compassion  dedic  excel ophthalmologist  addit  dr  peltan respons showcas superb diagnost skill across medic specialti  delight dr  peltan colleagu healthtap   great pleasur endors dr  peltan bright dedic doctor fabul ophthalmologist  enjoy read precis answer learn new thing everyday help practic  high recommend whoever seek new ophthalmologist ,12.0,ophthalmolog,"1,844",sleep apnea  apnea  nerv damag  neuropathi  sleep  autonom nervous system,could sleep apnea caus autonom neuropathi  doctor tell  idea 
differ  appear scar less depend lesion remov  locat bodi face lesion  skill plastic surgeon remov  hope  favor circumst  scar heal almost invis ,155554,0,93672,10054635,385,boston univers school medicin ,33years,"[10014441, 10049935, 10014592, 10011913, 10049933, 10038500, 10055118, 10004465, 10055014, 10010885, 10005635, 10005656, 10005406, 10013839, 9003111, 9071407, 11832545, 10005797, 11445903, 9061277]","113,946",scar  acn  forehead lift  scar revis  facial scar acn,dr  ram kalus licens specialti certifi plastic surgeri unit state israel  member american societi plastic surgeon  american societi aesthet plastic surgeri  fellow american colleg surgeon  american academi pediatr  founder plastic surgeri carolina  1997 found direct divis pediatr plastic surgeri schneider children medic center israel  serv presid treasur south carolina societi plastic reconstruct surgeon practic full spectrum aesthet reconstruct plastic surgeri ,dr  kalus amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  kalus amaz doctor #nationaldoctorsday2015 #virtualflower1  dr  kalus amaz doctor #nationaldoctorsday2015 #virtualflower1,,plastic surgeri,144,mole  scar  melanoma  skin cancer  cancer  mole remov  laparoscop surgeri,scar skin cancer vs mole remov look like
laser acn scar rx laser treatment acn scar safe even face fraxel laser  fraxel work shoot microscop beam laser light skin  caus increas collagen help fill scar  one treatment may need doesnt leav one burn afterward like treatment ,156159,0,93856,10049881,"2,372",harvard medic school ,36years,"[10056744, 10074501, 10049935, 11188319, 10013293, 10049933, 10005209, 10006323, 10052978, 12229824, 10014285, 10014299, 10056456, 11060227, 10075023, 10005184, 10003619, 11202683, 10011998, 11080332]","837,087",scar  liposuct  breast reduct surgeri  facelift,dr  barnett born japan came us orphan immigr  adopt armi chaplain age one year old  grew militari base world  sick child  want doctor although couldv genet track natur father doctor paid harvard mit militari scholarship spent eleven year activ duti sever reserv trauma surgeon leav armi becom plastic surgeon  activ medic polit local  state nation level also anoth life profession dancer uniqu style ethnic danc fire spin  live southeast us partner  musician ,great doctor  consist give thought  insight expert advic   dr  barnett offer compassion concis medic wisdom  well done  great answer  help  thank,,plastic surgeri,500,acn  pimpl  acn scar  scar  facial pimpl  laser  co2  thermag  collagen,laser treatment acn scar
acn scar varieti treatment avail acn scar includ laser  filler  dermabras surgeri  treatment option vari depend type scar  would best serv visit dermatologist discuss method would work best ,155855,0,93856,10056042,8,autonom univers tamaulipa faculti medicin  mexico,22years,"[10052353, 10004175, 10011814, 10013914, 11185902, 10055962, 10004439, 10004238, 10004195, 10012755, 10052331, 10040211, 10004181, 11187832, 10004500, 10003683, 10004153, 10011777, 10013892, 10004211]","10,122",acn  chemic laser treatment melasma  skin cancer surgeri  botox,dr  honeycutt dermatologist special evalu treatment skin  hair nail disord  high qualifi staff offer patient full line medic  surgic cosmet servic ,honeycutt colleagu mine  physician mine mani year  shes alway care kind attent  offic surround clean decournand also staff courteous kind  also gotten numer rave review patient refer hot ,,dermatolog,22,acn  pimpl  acn scar  scar  facial pimpl  laser  co2  thermag  collagen,laser treatment acn scar
headach headach radiat around head locat one place flash light eye headach  could migrain headach  call prodrom  feel like band around head  could tension headach  hope help  need littl histori fulli help continu  see famili doc ,1340587,0,940971,11860944,"1,238",wright state univers boonshoft school medicin  oh,26years,"[11395347, 11195338, 10532317, 11194676, 11387377, 10054675, 12456431, 11850852, 12773217, 12481344, 12718319, 11905563, 12404971, 7643736, 7611226, 12528520, 7464925]","1,132,221",voic disord  swallow disord  parathyroid disord,tell us background  specialti  interest   ,great doctor  consist give thought  insight expert advic ,8.0,ent head neck surgeri,662,dizzi  headach  nausea  fatigu  lethargi  migrain  pregnanc  vertigo  imag  mri,bad headach 2 week  nausea  dizzi vertigo  fatigu  increas heart rate time  blood test normal  pregnant 
possibl    possibl  pleas see dermatologist asap ,155792,0,94186,10057041,"16,668",univers indonesia faculti medicin  indonesia,18years,"[7553169, 10001527, 11125605, 10005868, 10011107, 10013908, 9209416, 10005085, 10038441, 10038868, 10005831, 10071091, 11447928, 10014592, 10056546, 10073610, 10014830, 10014441, 12770019, 11387377]","13,574,505",cancer  chemotherapi  leukemia  lung cancer  lymphoma  colon cancer  skin cancer  melanoma  cervic cancer  mouth cancer  ovarian cancer  multipl myeloma  stomach cancer  chronic myelogen leukemia  throat cancer  oncolog  thrombocytopenia  small cell lung cancer  chronic leukemia  oral cancer,nan,high recommend dr  ho  although special hematolog oncolog  clear expertis extend well beyond  provid accur  inform easi understand inform  real asset healthtap   compassion  ontarget answer wise physician   dr  ho wonder part healthtap communiti  provid excel public servic   dr  ho give concis  pertin inform  share vast knowledg expertis wide varieti area medicin  excel work   dr ho vast fund knowledg allow effect contribut onlin communiti health   recommend doctor   insight learn someth new answer  dr  liawati ho consist provid knowledg care answer  shes great,25.0,hematolog oncolog,"2,497",mole  skin cancer  melanoma,could melanoma  mole rib big dark center  
perhap could abscess breast although would like still fever  mass breast could cancer  necessarili inflammatori breast cancer new mass breast need workup includ exam  mammogram possibl ultrasound mayb biopsi ,1342689,1,943426,12378493,376,templ univers school medicin  pa,23years,"[11755506, 10015586, 10023207, 11202311, 10015652, 11850852, 10055769, 12372400, 11194147, 11191421, 7555085, 9266842, 7744216, 9087878, 7538654, 9287892, 7040855, 7736293, 8144054]","129,047",breast cancer  melanoma  breast surgeri  breast diseas  immunotherapi,nan,dr  sabel respect  care  thought surgeon take care patient like would famili member ,,surgic oncolog,77,fever  breast abscess  abscess  breast cancer  breast carcinoma  cancer  inflammatori breast cancer  femal health  surgeri  surgic drainag,fever take antibiot fever goe away still big pain lump could inflammatori breast cancermi
